Prueba,Eje x,Eje y,Eje z
890,-48.83,-16.3,-141.05
891,-46.26,-17.7,-138.92
892,-48.4,-18.25,-133.36
893,-43.88,-19.71,-128.78
894,-46.45,-21.97,-124.76
895,-61.52,-25.76,-120.42
896,-75.07,-30.82,-117.19
897,-78.49,-35.22,-114.5
898,-75.87,-37.96,-111.45
899,-67.63,-39.25,-108.83
900,-51.88,-38.57,-106.63
901,-43.7,-34.3,-101.5
902,-49.56,-28.99,-93.02
903,-58.23,-25.51,-82.46
904,-59.88,-24.11,-73.0
905,-55.79,-23.38,-65.12
906,-49.62,-22.09,-58.9
907,-36.13,-16.85,-55.66
908,-30.33,-18.55,-61.83
909,-35.89,-18.98,-61.46
910,-25.02,-20.39,-54.81
911,-5.37,-18.43,-48.03
912,9.03,-12.33,-42.24
913,6.65,-6.53,-35.52
914,1.59,-4.03,-23.56
915,2.26,-3.17,-4.82
916,3.97,0.92,15.81
917,0.55,7.51,31.49
918,0.79,12.33,45.41
919,2.87,15.75,59.75
920,6.59,19.96,73.67
921,15.69,23.19,84.23
922,24.6,24.84,93.57
923,29.72,25.88,102.11
924,31.01,27.1,109.92
925,27.4,29.3,117.37
926,29.79,32.23,124.27
927,38.64,34.36,131.71
928,47.0,35.03,138.98
929,48.16,34.55,145.69
930,45.29,33.75,153.69
931,44.01,35.64,162.05
932,40.65,38.94,169.25
933,34.79,43.15,175.9
934,30.7,46.33,181.46
935,30.21,48.71,185.36
936,27.89,51.94,189.39
937,23.5,56.27,193.66
938,25.57,60.73,198.18
939,32.84,63.05,199.34
940,40.04,63.6,197.88
941,44.01,64.09,196.66
942,51.64,66.71,196.47
943,64.94,69.95,198.61
944,70.31,73.49,203.86
945,67.2,77.03,209.41
946,62.19,80.81,211.49
947,60.85,82.95,207.76
948,62.56,83.44,200.13
949,68.42,84.11,191.71
950,77.76,87.04,187.13
951,85.69,92.04,187.07
952,90.33,96.25,188.35
953,88.38,99.85,187.62
954,88.68,102.29,184.57
955,83.8,100.77,181.58
956,70.19,95.28,177.37
957,55.24,89.17,170.9
958,47.12,82.34,161.13
959,54.57,75.2,150.88
960,60.91,76.23,151.12
961,69.27,74.28,142.52
962,71.9,69.89,135.68
963,74.4,68.79,135.44
964,81.91,70.74,135.74
965,84.11,72.81,135.38
966,81.24,71.66,132.93
967,84.84,67.99,128.17
968,89.17,66.71,125.43
969,81.85,65.67,125.0
970,76.05,62.19,123.54
971,77.7,59.51,123.84
972,80.69,55.6,124.51
973,85.14,49.19,123.05
974,94.18,44.01,119.63
975,104.86,41.32,116.94
976,108.28,40.83,116.64
977,103.27,41.08,118.29
978,93.51,40.47,121.89
979,82.46,38.88,125.61
980,77.39,37.84,127.38
981,79.96,35.58,126.16
982,84.66,32.23,122.99
983,89.36,26.12,118.9
984,94.54,17.82,115.66
985,94.97,9.09,115.91
986,92.77,2.14,119.38
987,90.39,-3.66,124.63
988,85.63,-8.24,131.65
989,77.33,-10.25,137.88
990,75.26,-10.13,139.04
991,82.34,-9.09,132.63
992,93.2,-9.46,121.46
993,102.78,-12.88,109.07
994,111.69,-17.94,97.9
995,114.38,-22.52,91.8
996,110.96,-25.27,91.19
997,98.51,-26.0,96.44
998,86.36,-24.17,101.07
999,82.7,-21.0,97.9
1000,76.97,-26.18,102.29
1001,76.54,-32.96,100.77
1002,73.79,-40.77,96.37
1003,59.94,-42.42,82.34
1004,55.48,-41.2,68.05
1005,66.65,-43.27,58.96
1006,77.33,-44.43,52.37
1007,77.21,-42.48,44.86
1008,73.73,-39.79,38.76
1009,73.3,-37.41,35.71
1010,65.37,-35.83,34.06
1011,52.73,-33.81,32.65
1012,41.2,-29.24,32.71
1013,32.17,-24.9,33.57
1014,23.68,-22.4,31.62
1015,16.48,-19.29,27.65
1016,13.18,-15.93,21.55
1017,13.24,-13.06,13.37
1018,11.6,-10.5,6.04
1019,5.62,-7.45,0.18
1020,0.12,-3.54,-5.62
1021,-3.48,0.12,-11.41
1022,-5.68,3.3,-17.46
1023,-9.58,8.12,-21.67
1024,-20.75,12.63,-26.25
1025,-27.83,14.47,-35.83
1026,-26.06,16.05,-49.87
1027,-26.06,17.15,-61.83
1028,-26.31,17.15,-69.76
1029,-28.08,16.54,-75.07
1030,-34.61,15.99,-79.65
1031,-42.97,16.72,-83.25
1032,-49.38,18.86,-87.1
1033,-57.74,21.0,-91.8
1034,-64.27,21.36,-99.73
1035,-63.6,22.28,-111.69
1036,-59.94,23.86,-124.15
1037,-61.04,23.5,-136.17
1038,-62.32,21.42,-149.48
1039,-62.74,19.71,-162.72
1040,-64.58,17.82,-173.4
1041,-65.73,15.63,-180.48
1042,-68.18,13.85,-182.74
1043,-71.78,12.21,-181.52
1044,-78.06,10.74,-178.16
1045,-82.28,8.42,-174.62
1046,-80.38,5.43,-172.18
1047,-73.61,1.95,-170.53
1048,-69.03,-2.44,-168.27
1049,-67.93,-7.63,-166.99
1050,-64.45,-12.39,-168.33
1051,-55.11,-16.24,-173.52
1052,-42.85,-19.78,-182.5
1053,-29.36,-23.68,-195.25
1054,-6.35,-26.98,-210.21
1055,10.99,-28.14,-222.47
1056,16.97,-28.87,-229.55
1057,10.38,-29.85,-230.77
1058,-14.95,-29.17,-225.16
1059,-47.79,-23.07,-216.13
1060,-70.8,-12.88,-208.01
1061,-97.84,-4.27,-200.56
1062,-118.41,-0.43,-194.76
1063,-113.4,-1.46,-193.3
1064,-86.18,-7.14,-197.02
1065,-60.97,-11.41,-199.46
1066,-51.94,-9.95,-195.19
1067,-56.7,-5.19,-187.81
1068,-70.25,-0.43,-180.3
1069,-88.81,0.98,-173.03
1070,-108.4,-2.5,-166.99
1071,-115.72,-7.51,-164.12
1072,-112.79,-13.67,-164.86
1073,-104.43,-20.57,-170.04
1074,-88.68,-28.44,-179.75
1075,-64.21,-36.32,-191.35
1076,-36.5,-38.27,-198.67
1077,-20.26,-35.22,-199.22
1078,-22.95,-26.43,-192.14
1079,-41.14,-14.59,-179.44
1080,-59.63,-4.88,-167.6
1081,-70.43,0.49,-160.46
1082,-74.77,1.16,-158.02
1083,-71.53,-2.08,-158.94
1084,-60.3,-7.39,-161.8
1085,-51.33,-12.57,-163.94
1086,-50.42,-16.85,-163.82
1087,-52.37,-22.22,-162.9
1088,-44.43,-27.83,-163.64
1089,-30.09,-31.8,-163.15
1090,-24.84,-32.17,-157.23
1091,-34.42,-28.08,-147.58
1092,-43.95,-23.99,-138.61
1093,-52.06,-19.65,-129.27
1094,-60.61,-15.01,-118.59
1095,-70.19,-9.89,-108.95
1096,-80.93,-5.37,-104.86
1097,-88.38,-2.56,-110.66
1098,-87.71,-4.15,-124.82
1099,-73.79,-11.47,-144.1
1100,-47.3,-24.17,-162.05
1101,-16.48,-35.95,-171.14
1102,10.38,-41.38,-169.37
1103,32.84,-36.13,-156.31
1104,42.97,-21.79,-134.77
1105,34.67,-3.78,-110.35
1106,14.53,13.37,-86.85
1107,-11.78,26.67,-65.61
1108,-31.37,33.94,-48.83
1109,-33.39,34.61,-39.06
1110,-19.96,30.76,-34.79
1111,-0.98,24.72,-32.35
1112,17.94,17.88,-29.42
1113,31.92,12.94,-23.38
1114,37.17,11.17,-12.82
1115,32.71,11.54,0.43
1116,22.64,13.0,14.71
1117,13.61,14.28,28.5
1118,8.12,14.65,40.1
1119,4.82,12.7,49.87
1120,6.9,8.06,59.39
1121,18.92,3.6,63.72
1122,31.19,0.31,66.28
1123,38.33,-4.58,70.68
1124,40.71,-8.06,75.99
1125,42.05,-10.56,83.01
1126,44.07,-13.92,90.94
1127,44.25,-16.11,100.04
1128,42.6,-18.19,109.19
1129,40.83,-19.59,117.92
1130,37.66,-20.32,127.08
1131,33.81,-19.84,135.38
1132,31.56,-17.88,140.87
1133,30.7,-16.72,145.57
1134,31.13,-17.94,150.27
1135,32.59,-20.32,156.25
1136,32.84,-22.09,163.33
1137,34.48,-23.99,168.95
1138,37.35,-25.39,174.87
1139,39.67,-24.54,182.92
1140,43.21,-20.75,189.94
1141,46.14,-15.99,192.5
1142,45.1,-12.63,192.57
1143,37.41,-9.52,192.26
1144,25.88,-7.2,192.63
1145,17.7,-5.25,194.46
1146,9.16,-2.14,198.73
1147,-2.5,1.16,204.1
1148,-4.7,2.69,205.51
1149,8.73,4.03,203.8
1150,22.77,7.39,203.43
1151,33.57,11.66,201.29
1152,45.35,16.36,196.23
1153,55.24,22.16,193.42
1154,60.18,26.49,192.93
1155,59.39,27.89,196.11
1156,48.65,27.95,206.6
1157,29.66,26.55,220.09
1158,7.57,27.53,232.97
1159,-2.99,30.4,244.69
1160,0.79,33.63,254.52
1161,13.92,33.69,258.12
1162,35.1,27.59,251.95
1163,53.59,19.17,239.99
1164,63.9,11.6,225.52
1165,69.76,4.39,213.62
1166,40.53,-0.31,212.89
1167,-31.56,0.61,223.88
1168,-92.77,10.93,236.94
1169,-126.34,25.88,247.44
1170,-121.28,35.77,250.92
1171,-90.33,39.49,246.03
1172,-51.45,38.33,233.46
1173,-9.28,34.67,213.56
1174,35.46,29.36,190.49
1175,80.26,22.16,170.41
1176,109.56,14.16,159.24
1177,114.93,8.42,159.3
1178,106.32,7.2,169.43
1179,87.34,11.35,185.91
1180,50.9,17.82,203.12
1181,7.45,25.51,216.61
1182,-20.39,34.73,221.13
1183,-22.77,42.79,215.88
1184,-9.52,47.61,206.18
1185,13.92,47.36,197.2
1186,38.45,41.69,190.49
1187,52.06,34.18,186.34
1188,55.24,26.12,183.96
1189,53.77,17.03,181.7
1190,52.55,8.0,175.78
1191,51.94,-0.55,164.86
1192,61.04,-8.36,151.31
1193,76.97,-16.17,141.72
1194,76.42,-19.9,135.99
1195,56.82,-18.37,132.45
1196,30.82,-15.01,130.31
1197,11.05,-12.63,127.01
1198,5.07,-11.11,120.18
1199,9.16,-9.7,112.55
1200,14.71,-8.67,104.61
1201,17.4,-6.65,95.95
1202,17.33,-2.69,88.07
1203,18.55,1.83,80.87
1204,23.99,4.64,73.12
1205,29.17,5.86,64.39
1206,27.28,4.76,54.87
1207,18.07,2.01,43.4
1208,2.62,0.49,29.17
1209,-11.54,0.92,13.31
1210,-21.67,2.5,-1.59
1211,-28.02,4.52,-14.16
1212,-34.3,5.98,-24.05
1213,-37.29,5.07,-31.49
1214,-39.18,3.48,-37.29
1215,-43.09,2.62,-42.66
1216,-46.88,1.65,-48.4
1217,-46.75,-0.67,-56.09
1218,-39.92,-3.3,-65.12
1219,-27.95,-3.48,-75.99
1220,-9.34,-3.42,-93.14
1221,11.66,-3.72,-112.24
1222,25.63,-3.91,-129.03
1223,28.2,-2.44,-142.21
1224,18.86,-1.46,-152.34
1225,3.48,-1.53,-161.56
1226,-15.93,-1.28,-168.52
1227,-36.19,-1.95,-173.77
1228,-54.63,-3.91,-178.77
1229,-68.12,-8.0,-186.52
1230,-74.34,-13.67,-196.29
1231,-69.52,-19.84,-206.91
1232,-59.63,-23.01,-216.0
1233,-52.73,-24.41,-223.39
1234,-43.58,-25.88,-229.43
1235,-32.17,-25.39,-233.34
1236,-16.85,-24.05,-235.78
1237,5.74,-22.89,-238.95
1238,25.45,-21.0,-244.45
1239,29.24,-19.59,-251.1
1240,24.96,-17.33,-256.59
1241,21.12,-13.49,-257.87
1242,14.22,-10.13,-254.27
1243,-1.89,-7.81,-247.56
1244,-26.06,-7.45,-241.15
1245,-45.1,-8.42,-237.92
1246,-53.47,-9.64,-237.73
1247,-53.71,-8.97,-237.3
1248,-44.8,-6.29,-233.95
1249,-30.76,-1.65,-227.29
1250,-22.83,4.58,-221.13
1251,-14.95,9.83,-218.08
1252,-6.04,14.28,-217.16
1253,-8.67,18.8,-215.27
1254,-24.41,21.85,-211.3
1255,-43.4,21.85,-203.61
1256,-63.35,16.05,-191.59
1257,-81.12,5.92,-178.34
1258,-91.67,-3.05,-167.36
1259,-92.53,-5.86,-161.38
1260,-87.83,-4.88,-160.89
1261,-78.31,-3.97,-163.45
1262,-63.66,-5.31,-166.08
1263,-51.88,-6.84,-166.87
1264,-40.89,-9.09,-166.75
1265,-24.17,-10.74,-166.87
1266,-7.63,-10.07,-165.59
1267,-5.98,-6.53,-161.25
1268,-19.35,-4.7,-156.43
1269,-32.47,-6.47,-153.99
1270,-40.53,-10.68,-152.95
1271,-34.55,-15.93,-154.54
1272,-28.38,-18.98,-155.7
1273,-26.73,-18.62,-154.66
1274,-37.66,-14.65,-148.74
1275,-54.63,-9.52,-139.77
1276,-62.56,-6.23,-131.77
1277,-68.73,-4.52,-125.61
1278,-77.7,-5.8,-121.15
1279,-79.1,-10.62,-119.51
1280,-70.07,-16.24,-119.32
1281,-57.5,-20.87,-119.02
1282,-47.61,-24.6,-118.53
1283,-37.48,-27.59,-117.86
1284,-23.62,-29.17,-117.0
1285,-11.6,-26.18,-114.14
1286,-9.77,-21.79,-107.48
1287,-18.25,-16.66,-96.25
1288,-38.51,-9.89,-80.99
1289,-57.31,-3.17,-65.92
1290,-69.58,1.89,-54.38
1291,-71.66,2.87,-47.3
1292,-63.29,0.18,-44.92
1293,-48.1,-5.55,-45.53
1294,-35.71,-9.83,-43.21
1295,-34.91,-9.95,-38.27
1296,-39.79,-7.14,-30.27
1297,-42.36,-3.91,-18.98
1298,-41.99,-1.28,-7.93
1299,-34.79,1.22,0.37
1300,-17.4,2.87,6.04
1301,-2.93,3.36,11.47
1302,2.32,4.03,18.55
1303,4.58,5.43,26.79
1304,4.46,7.26,36.07
1305,5.55,8.54,43.4
1306,13.67,9.64,47.79
1307,19.41,11.66,51.57
1308,21.3,13.79,54.99
1309,26.49,14.1,56.09
1310,38.15,13.79,54.5
1311,50.9,13.31,53.04
1312,56.76,12.27,55.11
1313,59.81,11.11,59.33
1314,53.89,11.78,65.12
1315,45.59,13.79,73.0
1316,39.92,17.09,83.92
1317,39.12,20.51,95.95
1318,37.9,23.86,107.67
1319,29.54,27.65,117.68
1320,15.87,30.82,126.65
1321,8.36,31.37,133.61
1322,13.37,29.36,137.21
1323,22.22,27.22,138.61
1324,28.26,26.98,138.85
1325,34.3,27.77,138.43
1326,41.5,28.38,137.76
1327,44.43,28.63,137.76
1328,44.31,28.87,137.63
1329,44.43,29.48,138.18
1330,41.63,31.8,140.69
1331,40.71,35.03,143.31
1332,44.62,37.84,147.03
1333,48.1,40.65,152.1
1334,46.02,42.91,155.21
1335,38.39,42.6,155.46
1336,34.36,41.14,153.32
1337,40.04,39.61,150.02
1338,49.74,38.33,145.81
1339,58.47,36.44,140.99
1340,69.03,34.42,137.51
1341,75.56,32.96,138.24
1342,82.46,33.33,142.33
1343,86.06,34.42,149.6
1344,83.37,35.4,157.84
1345,73.85,36.74,164.0
1346,62.32,38.27,167.79
1347,55.3,38.88,169.56
1348,48.4,36.8,168.4
1349,42.24,33.2,165.1
1350,39.98,29.6,161.01
1351,42.54,25.09,156.98
1352,48.16,22.16,154.66
1353,59.81,21.55,155.58
1354,60.61,23.62,158.81
1355,43.82,27.89,162.35
1356,25.27,31.19,165.71
1357,19.59,31.31,164.37
1358,22.52,27.53,159.12
1359,31.56,22.46,153.87
1360,44.74,18.31,149.78
1361,54.5,13.31,145.51
1362,61.4,7.63,141.36
1363,66.47,3.91,139.22
1364,67.14,0.92,138.55
1365,65.37,-2.38,138.37
1366,66.47,-5.31,136.23
1367,71.17,-7.32,131.59
1368,76.48,-11.23,124.94
1369,79.83,-16.54,116.94
1370,81.24,-20.63,109.62
1371,76.05,-23.68,104.74
1372,65.67,-27.4,103.09
1373,55.48,-31.25,102.66
1374,53.59,-34.61,99.91
1375,59.63,-39.06,96.07
1376,65.8,-46.02,93.02
1377,72.75,-53.1,90.21
1378,85.02,-58.29,87.22
1379,95.03,-61.52,85.94
1380,96.86,-61.58,85.88
1381,86.55,-60.0,86.73
1382,71.66,-60.0,90.88
1383,57.43,-58.84,96.37
1384,41.63,-53.96,102.42
1385,27.77,-50.54,106.26
1386,21.12,-48.89,106.69
1387,19.41,-46.14,104.74
1388,18.86,-43.21,97.17
1389,26.37,-41.56,82.7
1390,38.7,-39.61,64.76
1391,47.55,-37.6,44.86
1392,57.98,-36.62,23.25
1393,72.14,-34.67,5.31
1394,77.76,-29.79,-2.99
1395,66.53,-22.64,-2.99
1396,42.36,-14.83,0.67
1397,16.3,-7.26,4.09
1398,-4.76,-0.24,4.58
1399,-19.59,5.62,0.55
1400,-28.44,9.46,-7.51
1401,-29.85,11.84,-19.1
1402,-26.86,13.31,-33.51
1403,-16.54,14.16,-49.56
1404,-4.58,15.56,-64.51
1405,-0.79,18.8,-75.44
1406,-5.92,22.52,-82.09
1407,-13.92,26.37,-84.84
1408,-20.87,29.97,-85.33
1409,-26.67,33.39,-85.63
1410,-33.57,37.23,-89.11
1411,-37.78,39.86,-97.47
1412,-38.82,40.95,-108.76
1413,-38.57,40.34,-120.36
1414,-37.35,38.88,-130.25
1415,-34.55,38.09,-139.28
1416,-30.27,37.54,-147.46
1417,-28.2,37.96,-151.98
1418,-31.56,40.1,-154.17
1419,-34.85,41.81,-156.19
1420,-36.01,41.87,-158.08
1421,-37.6,39.67,-160.52
1422,-38.82,35.89,-163.45
1423,-37.72,32.47,-168.4
1424,-30.09,29.24,-176.57
1425,-19.96,27.1,-184.94
1426,-10.01,25.88,-191.47
1427,-3.05,25.45,-193.97
1428,-5.07,25.76,-191.96
1429,-16.05,25.88,-187.93
1430,-29.91,24.05,-184.75
1431,-42.42,21.48,-184.45
1432,-51.94,16.72,-188.6
1433,-53.65,9.52,-195.62
1434,-50.9,2.5,-201.29
1435,-49.74,-4.76,-204.77
1436,-47.79,-11.17,-206.36
1437,-44.8,-16.78,-206.79
1438,-41.87,-21.3,-206.36
1439,-38.82,-25.45,-204.96
1440,-32.84,-27.65,-202.76
1441,-33.2,-27.22,-199.46
1442,-38.39,-24.72,-196.72
1443,-29.11,-22.03,-197.51
1444,-20.75,-19.35,-199.89
1445,-21.61,-16.17,-201.17
1446,-21.79,-13.43,-202.58
1447,-22.03,-9.77,-202.76
1448,-24.84,-6.71,-202.03
1449,-29.66,-5.13,-200.44
1450,-31.68,-4.76,-198.67
1451,-16.48,-6.47,-197.75
1452,8.12,-10.38,-198.36
1453,18.74,-13.06,-197.88
1454,5.49,-16.3,-194.34
1455,-15.01,-18.01,-187.13
1456,-29.3,-19.84,-177.98
1457,-30.15,-19.47,-169.74
1458,-30.88,-14.59,-162.78
1459,-40.34,-7.81,-157.9
1460,-50.96,-3.36,-156.74
1461,-55.97,-1.89,-157.65
1462,-57.98,-2.62,-156.98
1463,-60.85,-3.11,-152.95
1464,-59.2,-0.85,-147.46
1465,-50.48,2.2,-142.46
1466,-44.07,4.15,-136.41
1467,-40.77,4.39,-129.82
1468,-28.93,3.11,-123.78
1469,-2.93,1.95,-119.93
1470,22.52,2.56,-117.8
1471,28.2,5.13,-112.12
1472,15.87,8.61,-102.36
1473,-1.04,11.78,-91.25
1474,-17.27,13.73,-79.83
1475,-32.41,14.34,-67.93
1476,-48.71,13.18,-55.91
1477,-56.64,7.14,-45.17
1478,-45.17,-2.26,-37.35
1479,-16.36,-9.64,-32.47
1480,9.52,-13.43,-26.79
1481,24.84,-13.79,-17.21
1482,32.96,-12.88,-4.15
1483,33.81,-11.17,13.0
1484,28.93,-10.62,32.9
1485,22.16,-11.17,51.09
1486,16.05,-11.78,65.25
1487,9.89,-11.96,74.46
1488,4.88,-12.57,79.96
1489,2.62,-13.85,83.25
1490,3.17,-14.53,85.69
1491,7.32,-15.14,87.71
1492,11.9,-16.24,89.54
1493,16.36,-17.7,91.0
1494,21.0,-18.49,92.53
1495,24.54,-18.74,94.79
1496,27.16,-18.43,97.96
1497,30.09,-18.13,102.17
1498,35.83,-16.36,107.73
1499,43.7,-14.04,113.59
1500,50.54,-13.37,118.9
1501,51.76,-13.61,124.02
1502,48.1,-13.61,129.7
1503,47.91,-13.12,134.03
1504,50.84,-12.15,138.55
1505,54.2,-11.41,143.55
1506,57.01,-11.9,147.4
1507,58.11,-12.33,150.82
1508,56.82,-12.51,153.75
1509,48.22,-12.7,157.41
1510,36.99,-12.02,161.56
1511,30.21,-10.99,166.44
1512,29.36,-9.77,171.02
1513,27.89,-7.81,175.42
1514,22.03,-4.52,179.32
1515,19.71,-2.32,181.76
1516,20.39,-0.79,183.23
1517,17.33,2.32,185.73
1518,13.37,6.96,189.15
1519,13.43,10.56,191.65
1520,19.1,11.47,193.18
1521,28.81,10.56,193.97
1522,23.93,8.97,195.07
1523,5.68,8.73,195.5
1524,-19.04,7.14,192.81
1525,-37.35,3.48,186.46
1526,-40.41,-2.08,177.25
1527,-34.24,-7.39,167.97
1528,-34.18,-12.15,160.46
1529,-38.57,-17.46,154.79
1530,-30.58,-20.2,150.88
1531,-12.21,-17.15,148.68
1532,-3.48,-12.51,147.58
1533,0.06,-10.13,146.48
1534,6.9,-10.44,145.57
1535,18.62,-12.45,143.31
1536,35.03,-15.32,138.37
1537,49.07,-18.43,133.3
1538,55.85,-20.32,132.93
1539,51.7,-18.92,136.54
1540,36.01,-15.81,140.93
1541,19.71,-12.94,143.01
1542,11.72,-12.08,141.54
1543,14.47,-13.06,136.54
1544,23.99,-15.14,128.54
1545,31.98,-17.03,120.91
1546,34.91,-18.49,115.97
1547,34.12,-19.29,113.77
1548,27.22,-18.31,114.93
1549,15.01,-16.72,118.65
1550,5.55,-14.83,123.23
1551,-1.71,-12.21,129.7
1552,-11.47,-9.34,137.39
1553,-21.0,-8.0,142.76
1554,-22.4,-7.02,143.01
1555,-14.47,-7.32,139.47
1556,-5.49,-8.42,135.68
1557,0.67,-10.38,133.91
1558,-2.5,-13.24,134.09
1559,-7.57,-16.6,132.69
1560,-8.0,-16.97,129.33
1561,-9.89,-16.17,124.45
1562,-13.43,-16.54,117.68
1563,-9.83,-16.42,109.37
1564,0.06,-16.54,102.84
1565,7.63,-17.15,98.45
1566,6.23,-17.64,95.52
1567,0.85,-17.58,93.57
1568,0.73,-17.88,91.86
1569,5.31,-17.64,89.9
1570,8.12,-16.3,89.72
1571,7.45,-14.71,89.9
1572,7.51,-12.82,88.93
1573,12.08,-10.8,88.44
1574,15.87,-8.61,89.54
1575,13.24,-6.59,91.55
1576,7.2,-5.74,92.41
1577,3.91,-6.35,89.97
1578,5.19,-6.77,84.41
1579,5.13,-7.51,76.9
1580,2.08,-8.18,68.73
1581,1.53,-8.24,60.97
1582,1.46,-7.69,54.5
1583,-2.69,-6.9,49.8
1584,-9.46,-4.88,45.78
1585,-13.24,-1.59,41.93
1586,-14.04,1.59,37.41
1587,-15.93,5.13,32.04
1588,-21.67,7.87,25.27
1589,-28.56,10.13,17.15
1590,-33.57,11.29,6.1
1591,-33.2,10.56,-6.65
1592,-27.65,9.95,-20.2
1593,-19.71,10.31,-33.51
1594,-11.54,9.4,-46.88
1595,-3.66,6.41,-61.83
1596,8.24,2.5,-76.66
1597,17.58,2.5,-87.65
1598,12.02,5.55,-92.35
1599,-0.43,11.72,-93.93
1600,-8.91,13.06,-95.46
1601,-17.58,12.27,-95.15
1602,-25.09,11.9,-93.99
1603,-30.33,12.15,-93.99
1604,-35.77,12.27,-95.21
1605,-40.89,12.08,-97.78
1606,-41.02,10.68,-102.05
1607,-35.77,9.03,-108.46
1608,-27.71,7.32,-116.7
1609,-17.76,4.27,-125.85
1610,-5.25,0.67,-134.09
1611,6.29,-1.22,-141.24
1612,14.89,-2.26,-147.64
1613,18.19,-3.42,-153.56
1614,16.6,-2.99,-157.9
1615,12.88,-0.67,-159.06
1616,6.41,4.76,-158.39
1617,-4.27,9.03,-159.55
1618,-9.22,12.63,-163.15
1619,-9.28,16.6,-167.54
1620,-10.31,19.23,-170.53
1621,-11.41,20.81,-171.39
1622,-11.66,21.06,-171.63
1623,-9.22,20.14,-172.55
1624,-1.46,17.82,-174.19
1625,6.47,15.69,-176.88
1626,12.51,13.37,-180.24
1627,15.99,11.47,-183.53
1628,15.75,10.01,-184.63
1629,13.12,8.06,-184.2
1630,9.83,6.71,-181.88
1631,1.53,6.41,-177.06
1632,-17.15,6.65,-170.84
1633,-40.77,5.62,-166.14
1634,-55.85,0.92,-164.31
1635,-57.68,-5.68,-163.51
1636,-55.79,-10.8,-161.87
1637,-52.61,-13.79,-158.08
1638,-50.11,-14.53,-151.79
1639,-48.77,-14.71,-144.96
1640,-43.82,-16.24,-139.65
1641,-31.37,-16.85,-136.78
1642,-22.95,-13.67,-135.62
1643,-33.14,-7.08,-140.32
1644,-49.8,-3.91,-148.19
1645,-47.12,-6.65,-146.12
1646,-43.64,-4.27,-142.21
1647,-43.33,0.31,-139.1
1648,-47.0,2.56,-133.85
1649,-53.83,2.5,-131.16
1650,-55.73,-1.22,-133.85
1651,-46.26,-8.42,-139.71
1652,-31.56,-16.97,-143.98
1653,-20.57,-22.89,-145.94
1654,-14.59,-23.38,-145.75
1655,-12.57,-19.96,-143.01
1656,-19.1,-14.1,-137.21
1657,-29.42,-8.3,-130.68
1658,-35.77,-3.91,-126.16
1659,-35.52,-2.69,-124.69
1660,-24.35,-3.97,-127.26
1661,-13.85,-5.37,-131.29
1662,-7.51,-6.84,-134.89
1663,-2.26,-8.73,-137.39
1664,5.49,-10.5,-139.1
1665,13.31,-11.17,-139.89
1666,14.34,-11.05,-137.76
1667,5.13,-9.58,-132.51
1668,-11.41,-8.42,-126.16
1669,-28.08,-7.63,-120.91
1670,-45.65,-8.0,-116.82
1671,-55.73,-9.16,-114.5
1672,-55.48,-10.31,-113.1
1673,-50.78,-12.21,-111.02
1674,-48.28,-13.24,-106.2
1675,-44.62,-10.31,-98.69
1676,-39.12,-5.86,-92.16
1677,-36.99,-1.46,-85.88
1678,-41.56,1.59,-79.16
1679,-44.8,0.92,-74.77
1680,-43.09,-2.2,-73.12
1681,-39.98,-6.29,-71.9
1682,-39.31,-10.68,-69.34
1683,-35.34,-13.73,-65.73
1684,-27.71,-15.14,-62.81
1685,-24.6,-14.59,-60.12
1686,-20.63,-12.76,-59.45
1687,-13.67,-11.54,-60.12
1688,-8.24,-10.68,-59.2
1689,-8.42,-9.34,-56.15
1690,-10.07,-8.0,-51.27
1691,-12.94,-6.16,-44.8
1692,-20.81,-4.21,-35.34
1693,-30.58,-0.98,-24.41
1694,-35.52,1.34,-15.5
1695,-34.55,2.14,-9.46
1696,-29.05,2.14,-4.82
1697,-22.34,2.69,-1.59
1698,-12.27,2.56,1.22
1699,-2.81,2.26,6.04
1700,4.82,2.08,12.57
1701,9.16,2.08,19.84
1702,8.85,2.08,27.53
1703,7.08,2.93,35.22
1704,5.86,3.48,43.64
1705,4.7,4.15,52.98
1706,4.39,5.55,62.13
1707,3.42,8.42,70.98
1708,-2.32,11.78,80.02
1709,-11.41,16.05,88.99
1710,-17.82,20.45,96.13
1711,-22.34,23.8,101.07
1712,-29.17,25.57,105.29
1713,-27.47,25.15,107.36
1714,-19.47,25.7,109.19
1715,-9.4,26.98,112.43
1716,-1.16,27.77,116.58
1717,2.56,27.65,120.3
1718,3.48,27.16,123.72
1719,7.14,27.53,126.89
1720,16.66,28.87,129.09
1721,26.12,31.13,131.16
1722,29.54,33.39,133.54
1723,28.75,34.85,136.72
1724,28.56,36.5,139.34
1725,30.82,38.94,141.24
1726,29.97,42.6,144.78
1727,25.51,46.75,150.63
1728,22.4,48.83,155.7
1729,22.83,49.93,159.06
1730,25.33,51.51,159.3
1731,34.85,55.66,157.84
1732,52.55,62.32,158.51
1733,70.37,70.56,164.79
1734,77.39,79.16,175.42
1735,70.19,85.75,186.22
1736,62.93,88.62,195.13
1737,59.02,88.13,201.78
1738,48.34,87.65,207.34
1739,25.88,87.71,215.58
1740,-7.26,88.68,225.1
1741,-41.08,90.58,229.92
1742,-63.66,91.86,225.65
1743,-64.82,90.52,214.6
1744,-44.01,86.67,200.07
