Prueba,Eje x,Eje y,Eje z
1745,-8.24,81.12,182.98
1746,40.95,73.49,167.42
1747,83.01,66.65,158.08
1748,96.5,61.22,155.94
1749,87.4,55.54,158.08
1750,77.27,49.19,159.42
1751,74.04,44.92,160.58
1752,73.18,41.99,160.77
1753,74.16,39.67,157.96
1754,73.43,37.48,155.33
1755,60.79,36.44,155.27
1756,43.82,36.19,154.17
1757,38.57,34.73,149.23
1758,42.85,32.96,143.37
1759,47.3,32.1,140.26
1760,48.52,31.56,139.04
1761,49.8,30.03,137.51
1762,47.85,28.14,135.5
1763,43.27,24.78,132.63
1764,43.64,18.43,128.48
1765,50.84,12.88,123.66
1766,54.32,9.77,119.26
1767,51.45,9.58,114.01
1768,51.94,10.01,105.96
1769,58.65,8.54,96.37
1770,68.54,5.0,87.83
1771,73.67,2.32,85.94
1772,64.09,1.22,92.35
1773,43.7,0.43,101.87
1774,26.98,-0.49,109.01
1775,15.26,-1.4,113.16
1776,5.8,-2.93,115.17
1777,0.79,-2.69,115.54
1778,-0.55,-1.22,113.77
1779,-0.67,-0.12,107.85
1780,6.23,-0.92,98.63
1781,22.83,-1.4,88.62
1782,41.14,-2.38,80.32
1783,52.98,-5.43,76.54
1784,58.84,-7.75,76.84
1785,57.92,-8.54,82.09
1786,49.07,-10.13,89.72
1787,41.87,-13.06,94.73
1788,35.34,-15.32,97.35
1789,26.55,-16.72,96.86
1790,28.38,-18.37,90.7
1791,33.26,-21.24,82.34
1792,35.4,-23.32,74.58
1793,37.41,-24.29,69.27
1794,39.31,-22.95,66.53
1795,36.68,-20.69,66.89
1796,29.85,-18.37,69.15
1797,26.0,-17.27,71.41
1798,27.47,-16.3,71.9
1799,30.09,-14.65,70.68
1800,28.75,-11.35,69.52
1801,19.9,-6.35,69.27
1802,5.55,-6.29,67.63
1803,-2.08,-5.55,58.04
1804,5.68,-2.69,53.96
1805,7.39,-2.38,43.88
1806,2.38,-0.43,32.65
1807,-3.54,-1.1,21.85
1808,-5.98,-1.22,8.73
1809,-6.29,0.43,-2.93
1810,-13.49,1.77,-10.07
1811,-25.27,3.72,-14.77
1812,-31.8,5.92,-18.07
1813,-35.52,4.82,-20.69
1814,-36.13,3.78,-23.8
1815,-34.67,4.21,-28.75
1816,-34.42,3.66,-36.25
1817,-31.74,2.56,-45.17
1818,-26.79,2.14,-53.71
1819,-25.15,1.34,-62.07
1820,-21.55,-0.43,-71.53
1821,-12.88,-1.34,-79.22
1822,-14.95,-0.85,-84.05
1823,-24.05,-1.4,-87.77
1824,-28.63,-2.2,-91.98
1825,-30.7,-2.87,-96.19
1826,-36.19,-4.88,-100.1
1827,-40.47,-7.51,-104.37
1828,-38.45,-8.97,-108.28
1829,-32.53,-9.22,-114.32
1830,-27.28,-8.91,-123.35
1831,-18.86,-9.34,-133.85
1832,-9.28,-10.13,-144.71
1833,-4.58,-10.44,-154.85
1834,-3.54,-11.05,-165.04
1835,2.14,-12.33,-175.96
1836,13.85,-14.28,-185.42
1837,26.67,-15.26,-192.38
1838,29.42,-15.14,-195.43
1839,19.1,-13.31,-196.04
1840,9.03,-11.6,-196.66
1841,4.27,-10.68,-197.2
1842,-2.2,-9.7,-197.08
1843,-15.38,-8.3,-197.45
1844,-29.05,-6.77,-198.3
1845,-34.67,-4.64,-198.06
1846,-35.28,-2.56,-197.33
1847,-36.8,-1.71,-197.39
1848,-34.91,-2.01,-198.06
1849,-26.0,-2.32,-199.16
1850,-20.32,-2.26,-200.5
1851,-17.27,-3.3,-202.76
1852,-13.31,-5.19,-203.55
1853,-11.35,-4.15,-201.42
1854,-11.9,-0.92,-197.2
1855,-12.94,0.73,-192.75
1856,-14.34,-0.43,-190.43
1857,-15.5,-2.62,-190.31
1858,-16.78,-3.48,-189.82
1859,-20.32,-2.75,-187.74
1860,-26.55,-2.87,-185.3
1861,-31.98,-6.29,-184.33
1862,-34.97,-11.23,-183.78
1863,-37.35,-14.4,-181.7
1864,-46.26,-14.71,-177.61
1865,-58.84,-13.98,-173.22
1866,-67.44,-13.31,-169.01
1867,-68.97,-13.85,-165.1
1868,-69.09,-14.59,-161.74
1869,-68.18,-15.5,-160.16
1870,-58.59,-16.48,-160.83
1871,-40.95,-17.15,-163.57
1872,-23.86,-16.72,-167.72
1873,-19.17,-15.26,-171.14
1874,-24.35,-13.92,-172.3
1875,-32.29,-11.66,-172.12
1876,-43.58,-9.77,-172.55
1877,-50.48,-10.38,-172.55
1878,-54.57,-15.32,-170.78
1879,-51.76,-20.63,-167.11
1880,-40.95,-22.09,-164.12
1881,-32.53,-17.52,-161.32
1882,-36.13,-8.73,-157.53
1883,-48.77,-1.28,-153.56
1884,-64.58,0.49,-150.51
1885,-68.79,-2.14,-149.72
1886,-66.04,-4.94,-150.02
1887,-62.99,-7.32,-150.57
1888,-62.93,-9.52,-150.21
1889,-68.12,-12.27,-148.19
1890,-70.92,-15.2,-143.98
1891,-70.68,-19.96,-138.92
1892,-75.81,-25.21,-131.96
1893,-54.2,-28.32,-127.38
1894,-35.34,-27.16,-120.18
1895,-46.94,-23.68,-107.36
1896,-68.36,-21.36,-92.1
1897,-91.43,-19.9,-79.04
1898,-108.09,-21.06,-72.69
1899,-110.53,-27.16,-75.26
1900,-94.12,-38.33,-85.69
1901,-66.83,-51.76,-100.22
1902,-40.89,-60.36,-110.47
1903,-11.17,-59.51,-113.89
1904,15.5,-48.71,-108.15
1905,22.09,-29.6,-92.35
1906,1.65,-9.64,-69.46
1907,-25.88,3.23,-47.97
1908,-43.21,9.95,-33.33
1909,-46.63,10.07,-26.67
1910,-36.38,4.64,-26.49
1911,-21.3,-2.01,-28.38
1912,-11.66,-7.26,-29.05
1913,-9.77,-10.68,-27.34
1914,-9.77,-12.7,-23.8
1915,-9.46,-12.7,-18.8
1916,-8.24,-10.62,-12.76
1917,-3.72,-7.02,-6.96
1918,0.67,-2.32,-1.77
1919,5.68,0.79,3.42
1920,14.71,0.85,7.32
1921,21.67,-0.06,10.25
1922,23.8,-2.2,12.63
1923,25.02,-5.37,14.59
1924,29.24,-8.3,17.15
1925,31.68,-10.44,21.12
1926,29.66,-10.56,26.43
1927,24.23,-8.12,32.29
1928,18.68,-5.07,37.78
1929,14.71,-2.32,42.85
1930,13.06,-0.92,48.1
1931,14.89,-1.22,53.83
1932,17.88,-0.85,59.69
1933,21.73,1.16,65.86
1934,26.86,4.03,72.39
1935,24.72,8.3,80.08
1936,18.31,10.25,88.75
1937,13.18,10.99,97.17
1938,18.43,10.38,103.64
1939,24.41,11.23,110.41
1940,26.43,10.31,113.83
1941,30.4,10.31,116.52
1942,36.87,10.62,119.87
1943,39.43,12.02,123.9
1944,37.72,14.65,130.13
1945,32.59,17.64,138.24
1946,29.3,20.69,145.57
1947,29.85,24.29,150.02
1948,32.41,27.1,153.08
1949,35.52,29.48,155.7
1950,41.02,31.43,159.24
1951,46.14,33.63,165.53
1952,50.9,36.62,172.73
1953,54.57,39.37,178.65
1954,53.83,40.34,183.47
1955,52.61,40.22,185.79
1956,53.53,38.09,184.69
1957,58.53,35.77,181.82
1958,64.64,37.54,182.19
1959,58.72,43.76,188.23
1960,49.26,49.56,194.27
1961,42.36,52.19,196.53
1962,39.61,52.86,196.04
1963,40.59,51.39,193.91
1964,44.19,49.38,190.86
1965,48.4,46.81,188.29
1966,49.87,44.01,187.32
1967,47.85,40.83,187.56
1968,45.78,39.49,189.7
1969,45.84,40.83,194.34
1970,44.98,43.33,199.1
1971,39.61,44.31,201.23
1972,34.79,43.82,199.89
1973,36.99,41.75,195.31
1974,46.33,38.57,187.99
1975,57.07,34.06,181.82
1976,62.99,29.24,181.52
1977,55.3,25.27,186.95
1978,37.29,23.44,192.57
1979,22.89,23.19,195.86
1980,16.11,22.16,194.15
1981,13.55,19.23,187.81
1982,14.83,15.2,178.83
1983,24.78,9.4,167.6
1984,37.48,5.37,157.41
1985,45.59,2.99,150.7
1986,52.55,-0.31,146.3
1987,61.22,-4.03,146.79
1988,65.25,-6.84,152.59
1989,59.45,-8.67,160.58
1990,47.06,-9.09,167.54
1991,38.39,-10.07,169.49
1992,33.33,-11.23,166.63
1993,32.71,-12.21,160.1
1994,38.33,-12.39,150.82
1995,46.75,-12.88,139.65
1996,55.6,-14.28,129.39
1997,62.19,-15.93,122.8
1998,61.95,-17.33,119.32
1999,54.81,-18.49,118.47
