Prueba,Eje x,Eje y,Eje z
1743,-11.96,-39.73,72.94
1744,-21.06,-36.07,75.2
1745,-23.99,-33.81,75.07
1746,-22.71,-34.0,72.81
1747,-16.6,-36.62,69.46
1748,-12.15,-38.76,65.98
1749,-9.4,-41.26,61.71
1750,-4.27,-44.86,56.7
1751,1.59,-49.56,51.57
1752,5.19,-53.83,45.9
1753,6.71,-54.2,41.02
1754,5.62,-51.76,37.9
1755,2.87,-49.01,36.74
1756,0.85,-47.61,36.99
1757,0.61,-47.55,38.02
1758,-2.2,-46.26,40.34
1759,-7.63,-43.15,43.46
1760,-13.92,-39.25,45.84
1761,-17.82,-37.41,46.02
1762,-15.2,-38.39,43.76
1763,-11.96,-39.61,40.41
1764,-8.42,-40.53,36.44
1765,-1.77,-39.92,32.29
1766,6.16,-39.12,30.03
1767,11.47,-37.84,31.07
1768,10.93,-35.46,34.55
1769,6.29,-33.14,37.84
1770,1.16,-31.68,38.82
1771,0.06,-31.56,37.6
1772,1.95,-33.26,35.52
1773,0.92,-35.28,34.12
1774,-5.98,-36.62,32.9
1775,-10.93,-38.64,29.91
1776,-13.31,-40.83,26.55
1777,-14.47,-41.2,24.84
1778,-12.63,-40.04,24.9
1779,-14.28,-39.18,25.15
1780,-18.98,-39.61,23.62
1781,-16.36,-41.63,21.06
1782,-14.34,-43.4,20.63
1783,-19.71,-43.88,22.64
1784,-28.63,-44.07,24.11
1785,-37.29,-45.65,24.78
1786,-54.44,-45.84,26.61
1787,-70.43,-43.52,27.16
1788,-64.15,-45.1,25.82
1789,-51.39,-49.38,26.67
1790,-48.95,-49.93,31.43
1791,-52.61,-44.25,37.05
1792,-54.99,-34.36,40.89
1793,-55.97,-26.31,40.71
1794,-53.16,-23.93,35.58
1795,-45.9,-27.34,26.49
1796,-37.96,-34.97,15.5
1797,-28.81,-43.46,3.42
1798,-15.26,-49.68,-5.68
1799,-5.74,-52.31,-11.35
1800,-4.82,-50.66,-13.85
1801,-12.82,-43.88,-12.27
1802,-24.23,-33.2,-9.4
1803,-36.07,-21.67,-6.53
1804,-48.03,-13.73,-4.21
1805,-58.53,-10.8,-5.62
1806,-64.64,-13.0,-12.63
1807,-58.53,-16.48,-22.4
1808,-46.75,-21.0,-32.1
1809,-33.26,-25.27,-42.6
1810,-23.56,-24.35,-46.45
1811,-23.86,-20.45,-43.95
1812,-32.65,-14.28,-39.31
1813,-44.31,-7.2,-37.48
1814,-54.38,-2.08,-40.71
1815,-59.14,0.61,-46.57
1816,-62.99,0.55,-51.57
1817,-70.62,-2.14,-55.54
1818,-71.66,-6.23,-59.08
1819,-69.09,-9.83,-63.54
1820,-67.44,-12.27,-68.18
1821,-65.73,-11.05,-71.53
1822,-64.45,-7.75,-72.2
1823,-64.88,-3.91,-70.56
1824,-66.35,-0.18,-68.18
1825,-65.31,1.46,-69.21
1826,-60.91,-0.92,-74.34
1827,-57.19,-4.03,-79.41
1828,-52.8,-5.86,-82.95
1829,-52.55,-5.98,-85.14
1830,-64.88,-4.27,-79.9
1831,-80.14,-2.44,-82.09
1832,-91.74,-5.13,-88.87
1833,-94.85,-10.74,-93.99
1834,-92.1,-17.58,-95.28
1835,-85.82,-23.07,-95.15
1836,-74.1,-27.83,-96.44
1837,-64.45,-30.46,-97.23
1838,-66.59,-26.98,-94.36
1839,-72.08,-19.96,-90.7
1840,-73.24,-14.16,-88.01
1841,-70.43,-11.72,-86.49
1842,-69.46,-9.4,-84.84
1843,-72.39,-7.32,-83.13
1844,-74.28,-5.86,-83.25
1845,-72.08,-5.31,-87.4
1846,-68.54,-6.84,-93.32
1847,-64.39,-12.7,-99.43
1848,-57.37,-20.57,-105.04
1849,-49.26,-26.67,-107.97
1850,-38.02,-28.75,-106.69
1851,-25.7,-25.09,-100.16
1852,-18.8,-16.11,-89.36
1853,-19.23,-6.23,-77.15
1854,-30.4,0.49,-67.69
1855,-41.26,2.26,-62.32
1856,-42.66,0.37,-60.49
1857,-29.97,-3.05,-63.29
1858,-20.08,-6.16,-67.81
1859,-23.25,-7.26,-70.01
1860,-28.08,-10.25,-70.62
1861,-32.96,-15.38,-70.86
1862,-27.34,-19.96,-72.63
1863,-16.36,-22.28,-74.4
1864,-11.96,-20.69,-75.13
1865,-11.72,-15.5,-76.48
1866,-11.17,-10.07,-80.81
1867,-9.03,-7.26,-86.73
1868,-4.88,-5.37,-90.27
1869,-1.34,-3.48,-90.33
1870,2.75,0.24,-87.71
1871,2.26,7.45,-83.68
1872,-2.38,13.67,-80.57
1873,-7.02,16.85,-79.04
1874,-5.07,18.31,-80.44
1875,1.16,19.96,-83.86
1876,10.19,21.36,-89.17
1877,18.8,22.28,-93.99
1878,21.18,23.5,-95.15
1879,15.81,26.55,-92.59
1880,12.08,30.82,-89.54
1881,13.61,34.24,-86.43
1882,14.95,37.17,-83.01
1883,18.49,38.82,-79.77
1884,25.33,38.33,-78.31
1885,27.1,38.64,-76.23
1886,23.01,39.86,-73.67
1887,16.97,41.5,-71.29
1888,11.66,43.15,-70.19
1889,11.29,43.76,-70.5
1890,20.69,42.6,-71.47
1891,36.99,39.61,-71.9
1892,48.46,36.87,-70.31
1893,53.71,35.1,-67.5
1894,65.25,33.45,-66.04
1895,96.01,29.3,-65.12
1896,161.44,19.78,-65.55
1897,234.01,9.58,-68.6
1898,248.47,3.6,-73.3
1899,190.92,1.89,-78.55
1900,109.01,0.79,-78.8
1901,53.65,-0.24,-74.34
1902,19.41,-0.67,-66.96
1903,-3.23,-3.48,-59.33
1904,-10.8,-8.67,-53.1
1905,-7.45,-10.56,-47.0
1906,10.01,-6.53,-40.28
1907,40.04,0.79,-31.8
1908,73.97,7.2,-22.03
1909,93.44,10.25,-15.69
1910,97.11,10.25,-14.53
1911,102.05,8.18,-16.48
1912,109.99,5.25,-17.76
1913,111.39,2.08,-18.8
1914,107.97,0.18,-20.87
1915,101.56,0.37,-21.36
1916,90.21,2.62,-18.98
1917,76.05,5.98,-14.22
1918,60.12,9.77,-7.14
1919,45.78,12.39,-0.24
1920,41.99,13.85,5.43
1921,49.93,13.98,10.74
1922,55.91,13.31,16.24
1923,54.2,12.7,20.2
1924,55.36,12.33,21.36
1925,59.2,11.17,21.91
1926,56.76,10.38,25.02
1927,49.99,10.68,30.58
1928,42.42,13.55,36.5
1929,34.79,16.11,41.93
1930,31.98,15.26,46.33
1931,33.2,12.02,49.93
1932,34.06,9.4,52.19
1933,36.07,8.06,52.0
1934,43.33,5.74,50.05
1935,52.0,2.26,49.19
1936,56.88,0.61,49.74
1937,55.66,2.32,50.66
1938,60.73,5.49,50.54
1939,65.25,10.31,52.49
1940,57.56,13.61,55.36
1941,53.41,11.96,55.05
1942,53.96,7.2,54.87
1943,54.14,4.33,55.79
1944,55.54,2.01,55.3
1945,58.11,-0.37,52.06
1946,63.35,-3.78,46.08
1947,67.93,-7.2,40.04
1948,67.5,-9.83,37.17
1949,68.48,-11.6,36.8
1950,63.29,-9.46,40.16
1951,53.53,-5.68,46.08
1952,50.66,-3.17,52.92
1953,48.71,-0.49,60.06
1954,46.75,1.16,66.04
1955,45.29,0.18,68.97
1956,47.36,-2.75,68.3
1957,53.77,-5.86,64.88
1958,59.94,-8.06,61.89
1959,65.31,-8.79,60.06
1960,70.07,-10.19,59.27
1961,69.82,-10.07,60.12
1962,65.19,-8.36,60.67
1963,58.11,-9.64,61.46
1964,51.82,-14.53,61.46
1965,50.66,-18.49,59.75
1966,53.77,-22.46,56.58
1967,54.93,-27.1,52.25
1968,55.66,-31.74,46.57
1969,58.53,-35.52,42.54
1970,59.2,-37.11,42.79
1971,58.29,-36.99,45.59
1972,56.4,-36.62,48.1
1973,53.65,-37.72,49.07
1974,50.6,-39.55,49.38
1975,48.34,-41.14,48.65
1976,47.36,-41.75,47.61
1977,46.69,-42.11,47.24
1978,44.86,-41.93,48.95
1979,42.36,-42.11,51.88
1980,41.38,-43.52,54.44
1981,42.54,-45.53,55.36
1982,43.82,-47.42,55.05
1983,45.23,-48.22,54.38
1984,46.33,-49.62,54.2
1985,46.75,-49.99,52.67
1986,45.29,-49.62,49.44
1987,44.8,-50.48,46.57
1988,43.64,-52.55,44.43
1989,39.61,-54.57,42.11
1990,33.33,-56.21,40.22
1991,25.82,-56.95,40.95
1992,21.3,-57.68,41.75
1993,19.65,-58.78,41.99
1994,15.99,-58.84,41.99
1995,15.26,-61.46,41.81
1996,16.97,-65.43,40.53
1997,15.87,-67.57,36.93
1998,14.34,-68.73,31.62
1999,13.12,-70.74,27.34
