Prueba,Eje x,Eje y,Eje z
886,-73.0,-16.24,-133.48
887,-75.93,-29.79,-139.4
888,-73.61,-44.8,-144.9
889,-64.39,-51.76,-148.93
890,-49.68,-50.9,-150.45
891,-35.34,-45.17,-149.29
892,-20.45,-33.69,-145.81
893,-10.25,-18.8,-140.14
894,-2.75,-6.53,-137.21
895,0.12,1.22,-137.63
896,-7.75,4.15,-138.79
897,-23.74,3.6,-138.73
898,-43.46,1.22,-137.08
899,-62.26,-2.62,-134.7
900,-71.29,-5.49,-132.75
901,-69.09,-5.8,-131.65
902,-65.98,-1.53,-127.2
903,-53.59,1.1,-129.21
904,-38.94,7.14,-129.82
905,-24.35,13.0,-127.99
906,-22.09,17.03,-123.84
907,-29.54,20.94,-118.35
908,-38.02,25.09,-111.69
909,-43.95,28.5,-104.37
910,-42.42,28.93,-100.04
911,-27.95,26.67,-102.05
912,-5.13,23.38,-108.64
913,9.52,22.46,-113.53
914,12.33,23.8,-115.17
915,13.37,23.74,-115.17
916,11.17,22.52,-113.53
917,1.89,21.55,-109.68
918,-6.71,21.42,-103.64
919,-6.53,21.48,-96.44
920,-1.4,22.46,-89.29
921,1.28,23.99,-83.44
922,4.58,24.6,-81.3
923,10.44,22.64,-82.15
924,20.08,18.49,-84.84
925,26.06,13.98,-86.61
926,22.28,11.72,-85.14
927,13.43,12.27,-82.52
928,2.14,13.55,-78.61
929,-4.15,13.98,-73.43
930,-6.59,13.85,-68.24
931,-10.25,14.34,-63.54
932,-11.84,15.5,-59.2
933,-10.07,17.52,-54.08
934,-7.63,19.65,-48.22
935,-2.44,20.51,-43.21
936,6.29,19.53,-39.31
937,14.22,16.36,-36.13
938,23.32,12.08,-34.12
939,37.78,7.69,-33.45
940,49.5,4.64,-32.71
941,54.87,3.6,-31.43
942,57.5,4.09,-29.24
943,55.11,5.74,-25.7
944,49.07,8.12,-21.3
945,41.93,11.47,-15.75
946,35.77,14.34,-9.16
947,28.69,16.54,-2.38
948,27.53,16.91,3.66
949,30.82,15.38,7.26
950,34.97,12.51,8.67
951,40.04,8.91,9.7
952,43.58,4.88,10.31
953,47.3,0.61,9.83
954,51.88,-3.05,9.46
955,52.06,-4.7,11.78
956,48.34,-4.64,16.3
957,43.58,-3.23,21.97
958,37.78,-1.1,27.65
959,33.14,0.92,33.02
960,32.78,1.04,36.74
961,36.56,0.18,38.39
962,35.58,-0.12,40.41
963,35.28,0.06,42.97
964,44.8,1.04,46.63
965,54.63,3.17,50.84
966,52.92,6.29,55.97
967,45.78,8.97,60.79
968,42.66,10.68,65.06
969,46.2,13.43,67.87
970,47.79,17.64,69.76
971,46.2,20.94,70.8
972,43.82,21.79,70.5
973,43.09,19.65,69.27
974,44.86,17.21,68.73
975,48.34,16.24,68.66
976,51.94,14.53,68.24
977,57.37,10.93,67.44
978,65.19,6.77,67.02
979,69.95,4.64,68.36
980,67.14,5.19,72.27
981,59.45,7.51,77.03
982,53.53,10.25,79.83
983,47.06,12.27,82.82
984,41.69,13.37,86.85
985,40.77,13.31,90.64
986,38.39,13.43,93.75
987,37.17,13.73,95.83
988,40.04,14.28,96.92
989,44.98,15.08,97.96
990,50.11,14.34,98.69
991,55.91,12.33,97.72
992,59.08,8.79,93.93
993,60.73,5.07,88.62
994,63.54,2.87,84.11
995,68.48,1.34,83.86
996,74.16,0.31,88.99
997,76.48,0.37,97.66
998,72.75,3.05,105.96
999,64.27,9.16,109.8
1000,63.05,13.55,108.34
1001,73.97,10.99,101.01
1002,90.82,2.2,89.29
1003,101.75,-6.77,78.55
1004,100.59,-15.01,73.36
1005,94.48,-20.45,74.28
1006,86.98,-20.26,79.22
1007,75.68,-17.82,86.12
1008,66.1,-14.4,93.32
1009,62.44,-11.84,98.08
1010,62.32,-10.8,99.55
1011,60.55,-10.74,97.9
1012,60.12,-10.93,93.2
1013,63.05,-12.88,88.87
1014,62.32,-15.01,87.52
1015,59.39,-15.08,88.32
1016,48.46,-12.21,91.86
1017,31.56,-8.3,96.74
1018,25.15,-5.98,98.27
1019,33.26,-6.77,93.81
1020,47.55,-10.74,84.17
1021,58.17,-14.77,72.39
1022,58.17,-18.55,63.9
1023,54.99,-21.79,59.69
1024,57.43,-24.96,57.31
1025,58.17,-28.08,56.52
1026,51.09,-30.76,56.76
1027,40.28,-32.59,56.03
1028,30.94,-33.33,56.15
1029,23.32,-32.53,59.94
1030,13.79,-30.21,66.22
1031,0.43,-26.06,72.2
1032,-9.4,-23.74,75.01
1033,-10.5,-25.88,73.3
1034,-7.39,-31.86,67.81
1035,-0.98,-39.25,58.59
1036,11.47,-47.24,47.24
1037,21.55,-53.04,39.25
1038,24.41,-55.91,36.38
1039,22.34,-55.3,38.21
1040,17.09,-53.41,42.11
1041,13.24,-51.45,45.04
1042,10.86,-49.62,46.94
1043,7.57,-48.28,47.91
1044,4.94,-48.1,48.22
1045,2.08,-49.26,48.95
1046,2.38,-49.8,48.65
1047,6.53,-49.19,47.49
1048,6.47,-47.67,46.26
1049,4.21,-46.57,44.8
1050,3.91,-46.33,43.64
1051,4.82,-47.12,42.91
1052,6.77,-48.1,43.03
1053,8.24,-49.07,43.09
1054,11.84,-50.96,41.93
1055,16.05,-52.67,39.61
1056,20.26,-53.1,36.25
1057,24.54,-54.08,32.29
1058,26.43,-55.85,28.5
1059,28.93,-58.47,23.93
1060,33.14,-62.01,19.35
1061,33.51,-63.66,17.82
1062,26.0,-61.83,20.81
1063,10.56,-57.92,26.37
1064,-5.25,-51.76,31.31
1065,-13.61,-45.35,32.41
1066,-11.96,-41.56,28.93
1067,-3.6,-40.89,21.18
1068,4.21,-42.48,12.51
1069,7.81,-46.94,3.23
1070,8.54,-53.16,-5.25
1071,8.97,-59.63,-12.63
1072,11.54,-62.38,-16.85
1073,10.5,-59.39,-15.5
1074,2.32,-50.48,-10.19
1075,-7.45,-36.32,-6.16
1076,-15.38,-20.39,-5.0
1077,-27.04,-7.63,-5.43
1078,-35.46,3.23,-8.79
1079,-37.78,9.46,-12.7
1080,-51.57,8.67,-18.55
1081,-77.45,1.4,-30.03
1082,-77.88,-12.76,-41.99
1083,-93.44,-25.94,-57.37
1084,-103.82,-37.9,-72.2
1085,-103.09,-47.61,-84.41
1086,-82.82,-58.9,-90.58
1087,-52.19,-69.15,-90.76
1088,-28.08,-70.07,-85.69
1089,-22.03,-59.88,-77.58
1090,-27.47,-49.01,-71.35
1091,-41.69,-41.81,-67.2
1092,-61.52,-37.29,-63.72
1093,-74.95,-35.46,-62.62
1094,-75.74,-38.21,-64.45
1095,-68.6,-42.79,-69.76
1096,-61.16,-48.95,-76.66
1097,-55.79,-55.73,-82.64
1098,-37.78,-64.76,-89.05
1099,-14.95,-72.94,-95.89
1100,13.18,-79.77,-102.05
1101,40.28,-82.46,-105.29
1102,49.68,-75.5,-102.78
1103,44.25,-62.13,-96.31
1104,24.35,-45.23,-87.1
1105,-4.03,-26.31,-74.65
1106,-41.81,-14.16,-76.72
1107,-70.07,-17.52,-87.95
1108,-68.42,-26.98,-100.52
1109,-54.81,-35.52,-110.78
1110,-45.47,-42.48,-117.68
1111,-51.51,-46.81,-122.07
1112,-57.56,-46.94,-123.96
1113,-47.67,-44.01,-123.47
1114,-33.51,-36.74,-118.16
1115,-26.37,-26.12,-110.23
1116,-26.73,-17.33,-103.64
1117,-33.14,-10.86,-100.04
1118,-41.2,-8.12,-99.73
1119,-43.15,-9.83,-102.05
1120,-42.6,-13.92,-105.53
1121,-33.81,-20.02,-112.67
1122,-26.0,-25.27,-120.85
1123,-21.61,-26.43,-127.01
1124,-18.86,-21.55,-130.13
1125,-17.7,-10.38,-129.82
1126,-19.65,2.75,-123.78
1127,-27.71,16.24,-111.33
1128,-31.25,27.4,-99.43
1129,-29.91,35.89,-89.78
1130,-36.19,40.71,-82.15
1131,-46.33,40.95,-76.9
1132,-46.02,36.32,-77.64
1133,-34.97,27.83,-85.51
1134,-23.56,18.13,-94.6
1135,-15.99,10.07,-100.4
1136,-7.63,4.52,-104.98
1137,-2.81,3.23,-108.83
1138,-13.0,9.22,-108.83
1139,-29.11,20.75,-104.86
1140,-44.37,35.03,-98.02
1141,-48.89,46.69,-90.15
1142,-40.71,51.51,-84.41
1143,-23.86,50.17,-83.5
1144,3.91,45.29,-86.85
1145,30.7,39.31,-92.16
1146,37.11,35.28,-95.52
1147,24.48,34.97,-94.6
1148,10.25,35.83,-91.67
1149,-4.09,36.5,-86.85
1150,-16.3,35.58,-82.4
1151,-14.59,34.97,-81.67
1152,-2.81,36.19,-83.37
1153,7.75,38.64,-84.17
1154,22.46,38.64,-85.33
1155,39.0,36.44,-87.16
1156,53.41,34.0,-89.17
1157,64.33,31.92,-89.84
1158,66.47,28.87,-88.32
1159,58.72,26.49,-84.84
1160,44.8,26.49,-81.3
1161,30.58,28.38,-77.58
1162,14.59,30.15,-71.29
1163,1.83,31.19,-64.03
1164,-5.8,33.45,-57.25
1165,-16.3,37.17,-51.45
1166,-29.79,40.28,-47.91
1167,-32.17,39.25,-48.03
1168,-18.37,35.52,-50.42
1169,-1.4,32.35,-52.49
1170,15.69,30.09,-52.92
1171,35.77,27.47,-51.7
1172,43.52,26.0,-46.45
1173,39.61,25.82,-39.79
1174,31.92,25.88,-33.69
1175,20.57,28.02,-28.38
1176,8.61,30.4,-25.21
1177,-2.93,33.69,-23.25
1178,-7.2,35.52,-21.91
1179,-10.07,35.34,-20.51
1180,-11.05,32.23,-19.1
1181,0.55,25.63,-19.35
1182,23.13,18.31,-20.69
1183,50.23,12.45,-21.0
1184,73.79,10.31,-20.63
1185,88.26,12.57,-19.29
1186,94.6,16.72,-16.11
1187,96.86,21.12,-11.66
1188,94.12,25.82,-6.1
1189,86.06,30.88,0.24
1190,73.49,35.89,6.59
1191,62.07,38.33,10.74
1192,60.12,36.87,11.72
1193,78.12,28.99,7.87
1194,113.77,16.97,1.28
1195,145.94,6.35,-4.21
1196,169.13,-1.28,-7.63
1197,185.12,-6.16,-7.75
1198,190.55,-6.47,-2.69
1199,186.65,-2.69,8.3
1200,174.5,2.01,21.85
1201,156.86,5.8,34.24
1202,139.59,9.52,44.49
1203,124.51,13.43,51.94
1204,109.99,16.36,58.35
1205,94.97,17.03,63.9
1206,88.13,14.71,66.89
1207,82.4,12.7,69.21
1208,72.2,11.66,72.51
1209,61.22,9.7,75.62
1210,51.64,6.35,78.12
1211,44.13,2.01,79.47
1212,42.11,-3.17,79.04
1213,42.79,-7.51,78.31
1214,44.37,-10.19,78.98
1215,52.06,-12.88,78.43
1216,60.42,-13.79,75.68
1217,65.55,-12.82,73.12
1218,65.86,-10.62,72.63
1219,61.52,-8.54,74.28
1220,61.89,-8.42,76.05
1221,65.19,-9.83,76.72
1222,67.75,-12.7,76.29
1223,69.27,-17.64,75.13
1224,67.99,-23.86,73.12
1225,64.64,-29.54,71.29
1226,65.67,-34.3,70.07
1227,68.36,-37.05,71.41
1228,69.89,-35.28,76.54
1229,69.09,-31.07,82.4
1230,61.22,-27.16,86.85
1231,52.67,-24.9,88.75
1232,48.77,-25.09,89.05
1233,48.58,-29.05,87.16
1234,50.72,-36.8,83.07
1235,53.41,-45.65,78.67
1236,57.31,-52.86,74.34
1237,59.14,-57.07,72.63
1238,57.43,-56.03,73.36
1239,46.14,-51.27,75.87
1240,30.88,-47.3,78.92
1241,23.68,-45.29,80.81
1242,25.88,-45.23,80.87
1243,30.7,-47.79,78.49
1244,38.33,-52.73,74.22
1245,47.3,-58.59,68.6
1246,53.34,-63.66,63.78
1247,57.31,-67.75,60.3
1248,62.07,-68.24,58.23
1249,70.25,-66.22,57.56
1250,75.56,-63.96,59.39
1251,77.03,-60.55,62.19
1252,78.19,-56.21,64.27
1253,76.84,-50.66,65.06
1254,70.19,-45.72,63.9
1255,63.96,-43.33,61.77
1256,65.55,-43.27,57.98
1257,74.04,-45.72,50.48
1258,85.57,-51.76,39.25
1259,96.86,-60.49,27.83
1260,96.98,-64.88,23.5
1261,80.08,-62.68,27.04
1262,51.51,-57.8,35.34
1263,33.75,-55.48,38.88
1264,34.18,-56.46,34.67
1265,37.9,-58.84,26.18
1266,44.25,-64.94,17.33
1267,47.67,-71.35,12.76
1268,58.23,-77.88,10.86
1269,67.75,-83.37,13.67
1270,58.17,-82.09,22.83
1271,33.33,-74.52,33.14
1272,12.94,-66.04,39.31
1273,8.0,-61.34,40.22
1274,11.9,-61.16,36.32
1275,25.76,-65.37,25.39
1276,44.07,-70.68,12.51
1277,52.0,-72.75,3.54
1278,53.77,-72.88,0.61
1279,48.95,-69.58,4.15
1280,35.16,-62.74,13.55
1281,18.37,-55.3,25.39
1282,5.43,-49.99,35.95
1283,-3.3,-45.41,42.6
1284,-5.98,-41.56,44.31
1285,-5.55,-38.94,42.85
1286,-5.74,-38.15,41.14
1287,-2.5,-37.66,39.06
1288,4.7,-38.09,35.52
1289,12.76,-40.83,30.82
1290,17.09,-43.88,27.1
1291,16.3,-44.31,27.4
1292,11.6,-42.79,30.58
1293,5.0,-39.61,34.18
1294,1.1,-36.07,35.89
1295,-1.89,-33.57,36.19
1296,-6.96,-31.62,35.89
1297,-8.48,-31.25,34.36
1298,-6.53,-32.35,31.86
1299,-8.54,-33.57,29.3
1300,-15.32,-33.33,26.06
1301,-17.4,-33.87,20.75
1302,-13.43,-36.25,14.71
1303,-11.96,-39.98,11.11
1304,-13.49,-42.79,9.22
1305,-12.15,-45.23,7.32
1306,-11.96,-46.2,6.35
1307,-17.33,-44.98,6.59
1308,-26.73,-42.54,7.2
1309,-30.09,-41.93,4.15
1310,-20.26,-46.14,-5.43
1311,0.79,-53.47,-21.42
1312,28.02,-60.79,-39.98
1313,39.86,-63.29,-52.86
1314,29.11,-57.31,-55.85
1315,5.98,-45.72,-50.23
1316,-14.59,-33.94,-39.37
1317,-28.44,-24.96,-30.33
1318,-31.92,-21.18,-30.27
1319,-18.92,-23.68,-40.65
1320,-5.55,-26.98,-53.77
1321,-1.46,-27.4,-61.4
1322,-8.54,-27.77,-62.44
1323,-23.44,-28.99,-57.43
1324,-35.16,-28.75,-52.0
1325,-38.02,-27.89,-50.48
1326,-34.79,-26.18,-53.83
1327,-29.85,-22.22,-61.52
1328,-23.13,-16.3,-68.6
1329,-20.39,-10.74,-71.47
1330,-25.51,-7.02,-69.52
1331,-38.39,-0.61,-61.34
1332,-52.8,3.48,-55.3
1333,-59.57,3.97,-55.85
1334,-60.18,4.09,-60.73
1335,-62.74,4.09,-69.15
1336,-66.1,2.38,-80.38
1337,-66.16,-2.62,-90.7
1338,-67.32,-7.08,-97.11
1339,-68.48,-7.87,-99.12
1340,-67.2,-7.14,-99.37
1341,-66.22,-3.36,-97.72
1342,-61.65,2.26,-92.77
1343,-57.98,7.87,-86.12
1344,-60.73,12.7,-80.63
1345,-65.31,16.54,-78.98
1346,-66.59,17.64,-81.24
1347,-71.53,16.66,-84.35
1348,-73.06,14.16,-90.09
1349,-66.83,10.86,-99.61
1350,-60.67,9.03,-108.89
1351,-58.41,8.85,-115.97
1352,-55.79,8.36,-123.41
1353,-50.17,7.81,-130.49
1354,-45.65,7.81,-133.24
1355,-40.95,8.73,-130.86
1356,-40.41,12.27,-123.47
1357,-41.44,17.82,-112.79
1358,-41.87,23.93,-102.23
1359,-48.28,29.6,-94.48
1360,-65.06,33.26,-91.19
1361,-75.13,33.81,-93.32
1362,-78.49,32.47,-100.04
1363,-82.7,29.05,-105.83
1364,-83.56,21.42,-115.23
1365,-81.6,15.08,-121.22
1366,-74.34,12.45,-122.38
1367,-61.1,15.81,-118.29
1368,-44.37,23.19,-111.33
1369,-31.8,33.87,-103.52
1370,-32.78,47.3,-95.52
1371,-45.78,58.04,-90.88
1372,-57.8,61.22,-90.27
1373,-67.14,56.82,-89.97
1374,-73.06,48.71,-89.84
1375,-68.85,40.47,-90.45
1376,-60.12,33.39,-90.82
1377,-52.67,28.02,-91.31
1378,-48.22,26.37,-92.16
1379,-43.21,28.75,-94.12
1380,-38.27,34.42,-96.31
1381,-38.64,42.72,-95.64
1382,-42.3,50.42,-91.61
1383,-43.27,53.04,-86.91
1384,-41.56,50.42,-84.11
1385,-36.38,45.72,-83.86
1386,-26.12,42.79,-86.12
1387,-15.08,42.48,-90.27
1388,-9.7,43.82,-94.79
1389,-11.17,45.47,-97.66
1390,-11.47,46.26,-100.1
1391,-9.03,46.94,-101.44
1392,-8.91,47.91,-101.62
1393,-6.65,48.71,-100.65
1394,-2.87,49.13,-96.13
1395,-1.16,49.32,-88.56
1396,-1.83,50.84,-80.75
1397,-1.16,52.49,-74.52
1398,3.17,52.55,-70.43
1399,16.66,50.17,-72.2
1400,35.71,46.14,-77.27
1401,48.83,43.76,-80.02
1402,51.21,43.88,-78.98
1403,46.33,43.82,-75.56
1404,36.32,43.46,-72.02
1405,19.71,44.37,-69.46
1406,1.16,47.49,-67.99
1407,-9.95,50.9,-67.2
1408,0.0,51.51,-68.48
1409,13.18,49.8,-68.42
1410,24.78,45.96,-67.5
1411,41.56,41.02,-66.59
1412,63.6,36.44,-65.12
1413,80.75,31.19,-63.96
1414,87.59,27.95,-62.93
1415,86.3,26.37,-61.58
1416,78.67,26.0,-59.14
1417,71.66,24.72,-55.73
1418,66.83,22.89,-50.9
1419,59.81,21.55,-45.65
1420,46.02,22.09,-40.28
1421,25.63,23.5,-33.2
1422,10.86,22.4,-27.83
1423,12.82,18.68,-28.69
1424,26.06,11.54,-33.69
1425,47.0,2.14,-37.54
1426,68.66,-5.92,-38.15
1427,78.67,-9.52,-35.58
1428,84.05,-10.44,-31.43
1429,82.15,-7.32,-24.96
1430,75.13,-3.05,-17.21
1431,66.65,1.4,-8.73
1432,54.81,5.25,0.55
1433,42.79,7.93,10.13
1434,36.25,7.45,17.88
1435,37.78,3.72,23.32
1436,40.89,-0.92,27.47
1437,44.56,-3.78,30.21
1438,50.66,-6.1,32.41
1439,59.08,-8.3,34.73
1440,71.9,-11.11,37.11
1441,84.66,-13.31,40.1
1442,94.73,-14.1,42.85
1443,100.71,-13.49,45.84
1444,100.65,-12.82,49.99
1445,95.46,-13.0,56.03
1446,85.88,-12.39,63.54
1447,75.74,-10.93,70.31
1448,69.4,-10.99,74.58
1449,66.22,-13.37,76.42
1450,65.19,-18.13,74.46
1451,64.39,-23.13,69.34
1452,66.96,-26.98,62.38
1453,70.43,-28.26,56.34
1454,71.35,-25.63,53.1
1455,68.05,-19.1,53.53
1456,51.76,-9.77,57.68
1457,24.96,-0.73,65.31
1458,8.42,5.98,73.0
1459,6.35,8.36,78.31
1460,7.57,8.12,81.12
1461,9.7,4.09,81.79
1462,18.92,-3.36,80.51
1463,33.2,-11.66,77.76
1464,46.26,-20.69,73.67
1465,57.5,-28.93,68.05
1466,64.7,-34.97,62.19
1467,70.37,-38.21,57.8
1468,72.81,-38.39,56.95
1469,68.42,-35.34,58.96
1470,65.67,-31.56,61.65
1471,68.12,-28.08,63.96
1472,68.54,-24.54,66.04
1473,62.44,-21.12,67.75
1474,53.41,-19.71,67.99
1475,49.74,-21.42,66.35
1476,51.27,-25.63,64.27
1477,57.07,-33.51,63.05
1478,64.94,-40.71,61.4
1479,69.89,-44.98,57.86
1480,73.18,-45.72,55.05
1481,70.74,-42.72,55.48
1482,62.87,-39.18,59.2
1483,58.78,-36.87,63.96
1484,56.82,-35.71,68.12
1485,51.33,-35.89,71.17
1486,47.18,-36.99,71.47
1487,51.09,-40.04,69.46
1488,61.71,-44.19,67.26
1489,73.79,-47.18,64.33
1490,81.42,-47.85,63.35
1491,79.53,-45.59,67.02
1492,69.82,-39.98,73.85
1493,53.41,-32.35,82.64
1494,38.82,-25.09,91.31
1495,29.11,-19.71,97.9
1496,17.21,-17.46,99.85
1497,10.44,-18.8,96.31
1498,13.79,-24.23,87.89
1499,28.56,-32.71,74.22
1500,53.89,-44.13,57.13
1501,71.17,-53.04,42.66
1502,68.42,-53.65,37.48
1503,55.79,-50.6,40.77
1504,39.79,-45.23,48.03
1505,24.48,-39.31,54.87
1506,11.78,-35.58,60.24
1507,1.53,-33.2,64.45
1508,-9.64,-30.64,67.57
1509,-13.12,-29.42,68.91
1510,-11.41,-29.79,68.91
1511,-8.67,-31.56,68.97
1512,-2.26,-33.45,67.5
1513,5.13,-35.83,63.05
1514,9.03,-37.6,55.79
1515,8.73,-39.18,47.42
1516,8.73,-41.63,40.28
1517,9.34,-43.15,37.11
1518,8.18,-42.85,37.48
1519,4.58,-41.69,39.43
1520,2.44,-40.47,40.28
1521,4.94,-39.18,39.43
1522,6.23,-37.23,37.72
1523,10.44,-37.29,35.28
1524,21.48,-40.16,32.53
1525,29.6,-42.79,30.82
1526,32.23,-43.95,31.13
1527,31.31,-42.48,33.14
1528,27.22,-39.61,34.85
1529,22.64,-36.99,34.67
1530,19.35,-36.5,33.02
1531,18.43,-38.82,30.27
1532,21.3,-43.21,27.53
1533,24.54,-47.12,26.25
1534,26.37,-48.77,25.63
1535,25.15,-48.77,25.21
1536,20.87,-47.49,25.76
1537,16.91,-45.65,26.31
1538,14.47,-45.23,25.7
1539,11.05,-45.9,23.68
1540,6.41,-45.96,20.51
1541,-1.59,-45.04,18.07
1542,-5.62,-43.46,15.81
1543,-3.6,-42.48,15.26
1544,-2.5,-41.56,17.94
1545,-4.58,-40.34,22.16
1546,-9.58,-36.62,23.74
1547,-15.44,-33.39,21.55
1548,-19.1,-34.18,15.69
1549,-21.3,-37.6,7.45
1550,-23.62,-41.14,0.98
1551,-28.26,-43.4,-1.1
1552,-33.45,-44.07,0.06
1553,-36.13,-43.46,2.56
1554,-39.37,-41.14,4.46
1555,-40.04,-37.96,5.31
1556,-38.57,-34.48,5.68
1557,-37.48,-31.25,4.21
1558,-37.6,-29.05,0.61
1559,-41.2,-28.02,-3.48
1560,-48.46,-27.59,-6.96
1561,-51.76,-26.98,-9.95
1562,-52.12,-26.49,-12.33
1563,-52.61,-27.95,-13.49
1564,-52.61,-30.03,-13.61
1565,-49.44,-30.64,-13.12
1566,-47.79,-27.71,-13.85
1567,-48.65,-23.07,-15.87
1568,-48.83,-18.86,-16.97
1569,-46.51,-18.13,-21.18
1570,-40.47,-19.1,-28.26
1571,-37.48,-21.73,-33.94
1572,-40.41,-26.06,-37.05
1573,-45.72,-29.17,-40.16
1574,-49.93,-31.07,-46.51
1575,-49.87,-29.05,-48.77
1576,-43.27,-27.95,-51.39
1577,-38.02,-24.72,-56.27
1578,-44.07,-18.31,-60.67
1579,-53.71,-14.1,-65.37
1580,-58.04,-13.67,-71.66
1581,-57.74,-16.66,-77.64
1582,-55.11,-20.32,-83.31
1583,-50.48,-23.62,-88.87
1584,-46.45,-26.12,-91.49
1585,-44.49,-27.22,-90.58
1586,-49.38,-25.15,-86.67
1587,-57.19,-20.39,-82.15
1588,-62.38,-14.4,-80.44
1589,-69.76,-8.67,-81.79
1590,-77.33,-6.53,-85.14
1591,-81.85,-6.65,-92.35
1592,-81.79,-8.24,-102.66
1593,-76.42,-14.95,-114.44
1594,-70.86,-25.39,-125.61
1595,-67.02,-33.57,-134.34
1596,-61.58,-36.38,-134.7
1597,-48.65,-31.68,-130.92
1598,-45.1,-21.24,-129.15
1599,-49.8,-10.31,-122.19
1600,-62.93,2.01,-110.47
1601,-71.41,13.55,-101.62
1602,-74.22,21.85,-98.82
1603,-78.49,27.4,-101.2
1604,-84.41,30.27,-106.57
1605,-90.88,27.53,-111.33
1606,-94.79,20.14,-114.07
1607,-95.34,9.95,-114.26
1608,-98.88,-2.2,-114.32
1609,-98.51,-12.27,-116.76
1610,-91.19,-17.94,-121.22
1611,-85.69,-16.66,-126.34
1612,-84.66,-9.34,-129.46
1613,-81.85,-0.24,-128.78
1614,-77.76,9.4,-126.28
1615,-71.84,17.88,-123.84
1616,-64.09,24.48,-122.38
1617,-56.21,29.3,-121.4
1618,-51.64,32.47,-120.24
1619,-51.15,33.02,-120.06
1620,-49.32,31.13,-121.83
1621,-48.28,27.22,-124.08
1622,-51.09,20.2,-123.41
1623,-59.69,11.05,-119.38
1624,-71.78,5.43,-113.28
1625,-76.48,4.64,-109.07
1626,-58.53,6.65,-110.72
1627,-30.52,13.18,-114.38
1628,-9.03,24.11,-114.75
1629,6.1,35.64,-109.86
1630,13.24,45.17,-101.87
1631,15.01,47.67,-94.42
1632,21.97,42.36,-91.37
1633,31.98,35.34,-90.58
1634,40.1,30.03,-89.84
1635,46.81,27.4,-89.11
1636,48.16,27.4,-88.01
1637,43.58,28.69,-85.45
1638,37.29,29.91,-82.46
1639,36.19,30.4,-79.96
1640,41.93,29.3,-77.82
1641,50.96,26.37,-76.6
1642,59.94,24.17,-75.44
1643,66.47,23.13,-73.79
1644,70.86,22.4,-71.47
1645,70.43,21.85,-68.79
1646,67.75,21.12,-66.1
1647,62.07,21.18,-63.35
1648,57.13,21.61,-62.01
1649,55.97,23.93,-60.18
1650,58.84,20.45,-56.46
1651,59.94,16.05,-53.16
1652,63.11,12.82,-51.51
1653,73.24,6.71,-50.78
1654,84.29,0.12,-49.74
1655,89.36,-3.6,-47.36
1656,89.9,-3.6,-45.29
1657,86.18,-1.65,-42.3
1658,83.31,1.22,-37.35
1659,80.32,3.97,-30.82
1660,73.18,7.45,-23.19
1661,61.22,10.99,-14.1
1662,51.64,13.55,-6.16
1663,46.2,14.89,-0.73
1664,44.25,13.55,3.11
1665,47.12,10.01,4.7
1666,51.21,7.08,5.07
1667,57.43,5.0,5.43
1668,64.21,3.6,6.9
1669,64.39,3.11,9.83
1670,62.99,3.97,14.16
1671,64.03,4.94,19.96
1672,65.61,4.82,27.47
1673,68.3,3.78,35.34
1674,71.59,2.5,41.69
1675,77.21,1.16,45.17
1676,85.02,-0.37,46.81
1677,87.65,-1.77,47.61
1678,84.84,-2.32,48.03
1679,84.78,-1.53,47.97
1680,88.32,0.92,47.85
1681,87.04,3.36,48.58
1682,84.05,4.58,50.84
1683,81.85,4.39,54.87
1684,80.2,2.38,59.2
1685,79.47,-2.2,62.62
1686,87.22,-8.06,64.33
1687,96.8,-13.61,65.06
1688,101.62,-17.82,65.25
1689,98.57,-20.39,65.61
1690,92.16,-21.97,66.35
1691,92.53,-23.19,66.71
1692,91.86,-22.52,67.14
1693,84.9,-20.08,68.18
1694,77.09,-17.82,69.34
1695,69.34,-16.36,71.84
1696,62.93,-16.54,74.28
1697,60.36,-18.98,75.2
1698,58.47,-22.58,74.83
1699,55.97,-26.37,73.49
1700,55.85,-29.72,72.33
1701,55.97,-31.74,72.69
1702,53.96,-32.53,73.43
1703,50.96,-31.68,74.58
1704,45.96,-30.27,76.48
1705,41.87,-29.54,77.94
1706,43.95,-30.64,77.82
1707,52.92,-33.02,77.21
1708,61.71,-34.97,76.17
1709,66.04,-36.01,73.79
1710,62.19,-34.79,71.59
1711,56.46,-32.78,70.01
1712,56.95,-32.29,67.63
1713,64.58,-35.16,62.62
1714,73.36,-39.73,56.76
1715,78.0,-44.8,53.28
1716,76.84,-48.71,53.47
1717,71.78,-49.62,55.66
1718,65.25,-47.06,59.45
1719,59.94,-42.66,64.7
1720,54.26,-37.17,70.43
1721,49.8,-32.84,75.38
1722,46.26,-31.56,79.28
1723,42.05,-32.47,81.91
1724,41.63,-34.61,83.25
1725,43.27,-38.02,82.46
1726,43.03,-41.56,80.51
1727,41.44,-45.59,78.8
1728,40.83,-48.77,78.86
1729,39.92,-48.89,80.32
1730,35.71,-48.65,81.12
1731,27.83,-48.65,82.34
1732,21.79,-47.12,83.31
1733,22.58,-46.08,83.5
1734,29.05,-45.35,82.82
1735,35.16,-44.62,80.2
1736,35.95,-43.76,76.6
1737,32.47,-43.52,72.81
1738,30.52,-44.43,68.97
1739,27.65,-46.26,66.47
1740,20.45,-48.03,66.47
1741,9.09,-47.73,68.3
1742,-1.95,-43.95,70.5
